,system:index,B2,.geo,lon,lat
31,31,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54513343063792,30.39225184997371]}",106.54513343063792,30.39225184997371
32,32,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70233860535883,30.298827060425282]}",106.70233860535883,30.298827060425282
33,33,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49123451359074,30.332064725937705]}",106.49123451359074,30.332064725937705
34,34,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32594450131275,30.49106653122686]}",106.32594450131275,30.49106653122686
35,35,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2504860174467,30.4560322351462]}",106.2504860174467,30.4560322351462
36,36,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29091020523208,30.554846916399345]}",106.29091020523208,30.554846916399345
37,37,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65832115643697,30.331166410653584]}",106.65832115643697,30.331166410653584
38,38,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45620021751007,30.69408578543787]}",106.45620021751007,30.69408578543787
39,39,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42296255199766,30.569219960945258]}",106.42296255199766,30.569219960945258
40,40,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49213282887486,30.350031031620095]}",106.49213282887486,30.350031031620095
41,41,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42116592142942,30.532389034296358]}",106.42116592142942,30.532389034296358
42,42,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55501489876323,30.60694920287828]}",106.55501489876323,30.60694920287828
43,43,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50470924285253,30.653661597652494]}",106.50470924285253,30.653661597652494
44,44,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31606303318743,30.574609852649974]}",106.31606303318743,30.574609852649974
45,45,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42206423671354,30.460523811566794]}",106.42206423671354,30.460523811566794
46,46,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3600804821093,30.516219359182205]}",106.3600804821093,30.516219359182205
47,47,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43194570483885,30.491964846510978]}",106.43194570483885,30.491964846510978
48,48,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47236989262423,30.49016821594274]}",106.47236989262423,30.49016821594274
49,49,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68976219138115,30.32308157309651]}",106.68976219138115,30.32308157309651
50,50,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51369239569372,30.48926990065862]}",106.51369239569372,30.48926990065862
51,51,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41936929086118,30.446150767020885]}",106.41936929086118,30.446150767020885
52,52,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67718577740348,30.309606843834718]}",106.67718577740348,30.309606843834718
53,53,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.17502753358067,30.494659792363336]}",106.17502753358067,30.494659792363336
54,54,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26935063841321,30.49106653122686]}",106.26935063841321,30.49106653122686
55,55,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56669299745678,30.353624292756574]}",106.56669299745678,30.353624292756574
56,56,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36816531966636,30.544067132989912]}",106.36816531966636,30.544067132989912
57,57,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51638734154609,30.54855870941051]}",106.51638734154609,30.54855870941051
58,58,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51638734154609,30.341047878778898]}",106.51638734154609,30.341047878778898
59,59,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55950647518382,30.69857736185847]}",106.55950647518382,30.69857736185847
60,60,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26485906199262,30.487473270090383]}",106.26485906199262,30.487473270090383
61,61,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69605039836999,30.291640538152325]}",106.69605039836999,30.291640538152325
62,62,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53255701666023,30.394946795826073]}",106.53255701666023,30.394946795826073
63,63,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21724835193429,30.50993115219337]}",106.21724835193429,30.50993115219337
64,64,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29001188994796,30.577304798502333]}",106.29001188994796,30.577304798502333
65,65,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33941923057453,30.52340588145516]}",106.33941923057453,30.52340588145516
66,66,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53884522364908,30.52340588145516]}",106.53884522364908,30.52340588145516
67,67,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4436238035324,30.552151970546987]}",106.4436238035324,30.552151970546987
68,68,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48764125245427,30.45423560457796]}",106.48764125245427,30.45423560457796
69,69,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41397939915646,30.481185063101545]}",106.41397939915646,30.481185063101545
70,70,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69605039836999,30.30152200627764]}",106.69605039836999,30.30152200627764
71,71,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44272548824829,30.446150767020885]}",106.44272548824829,30.446150767020885
72,72,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43553896597533,30.455133919862078]}",106.43553896597533,30.455133919862078
73,73,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45170864108948,30.485676639522143]}",106.45170864108948,30.485676639522143
74,74,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.55052332234263,30.712052091120263]}",106.55052332234263,30.712052091120263
75,75,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43464065069121,30.497354738215698]}",106.43464065069121,30.497354738215698
76,76,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4849463066019,30.47130359497623]}",106.4849463066019,30.47130359497623
77,77,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6780840926876,30.311403474402955]}",106.6780840926876,30.311403474402955
78,78,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34750406813161,30.505439575772773]}",106.34750406813161,30.505439575772773
79,79,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27204558426558,30.466812018555633]}",106.27204558426558,30.466812018555633
80,80,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26665569256086,30.457828865714436]}",106.26665569256086,30.457828865714436
81,81,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43194570483885,30.456930550430318]}",106.43194570483885,30.456930550430318
82,82,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50291261228429,30.502744629920414]}",106.50291261228429,30.502744629920414
83,83,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44901369523713,30.740798180212085]}",106.44901369523713,30.740798180212085
84,84,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50830250398901,30.62311887799243]}",106.50830250398901,30.62311887799243
85,85,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53345533194435,30.62132224742419]}",106.53345533194435,30.62132224742419
86,86,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52626880967141,30.619525616855952]}",106.52626880967141,30.619525616855952
87,87,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51459071097784,30.311403474402955]}",106.51459071097784,30.311403474402955
88,88,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66281273285757,30.26558939491286]}",106.66281273285757,30.26558939491286
89,89,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40589456159938,30.460523811566794]}",106.40589456159938,30.460523811566794
90,90,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33941923057453,30.556643546967585]}",106.33941923057453,30.556643546967585
91,91,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5217772332508,30.47220191026035]}",106.5217772332508,30.47220191026035
92,92,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3978097240423,30.530592403728118]}",106.3978097240423,30.530592403728118
93,93,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45170864108948,30.455133919862078]}",106.45170864108948,30.455133919862078
94,94,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29540178165269,30.515321043898087]}",106.29540178165269,30.515321043898087
95,95,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3007916733574,30.479388432533305]}",106.3007916733574,30.479388432533305
96,96,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44452211881652,30.439862560032047]}",106.44452211881652,30.439862560032047
97,97,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46967494677187,30.555745231683467]}",106.46967494677187,30.555745231683467
98,98,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46428505506715,30.352725977472453]}",106.46428505506715,30.352725977472453
99,99,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50830250398901,30.33925124821066]}",106.50830250398901,30.33925124821066
100,100,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29540178165269,30.63928855310658]}",106.29540178165269,30.63928855310658
101,101,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40858950745175,30.532389034296358]}",106.40858950745175,30.532389034296358
102,102,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45530190222595,30.43447266832733]}",106.45530190222595,30.43447266832733
103,103,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47147157734011,30.687797578449036]}",106.47147157734011,30.687797578449036
104,104,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38613162534875,30.550355339978747]}",106.38613162534875,30.550355339978747
105,105,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47326820790835,30.56383006924054]}",106.47326820790835,30.56383006924054
106,106,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54693006120615,30.686899263164914]}",106.54693006120615,30.686899263164914
107,107,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41487771444058,30.43447266832733]}",106.41487771444058,30.43447266832733
108,108,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71311838876827,30.310505159118836]}",106.71311838876827,30.310505159118836
109,109,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49572609001133,30.507236206341013]}",106.49572609001133,30.507236206341013
110,110,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3924198323376,30.50813452162513]}",106.3924198323376,30.50813452162513
111,111,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47057326205599,30.67611947975548]}",106.47057326205599,30.67611947975548
112,112,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51369239569372,30.542270502421673]}",106.51369239569372,30.542270502421673
113,113,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32953776244922,30.491964846510978]}",106.32953776244922,30.491964846510978
114,114,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.16784101130771,30.49106653122686]}",106.16784101130771,30.49106653122686
115,115,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31336808733508,30.51442272861397]}",106.31336808733508,30.51442272861397
116,116,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.59543908654861,30.30511526741412]}",106.59543908654861,30.30511526741412
117,117,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51818397211433,30.341047878778898]}",106.51818397211433,30.341047878778898
118,118,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50201429700017,30.49106653122686]}",106.50201429700017,30.49106653122686
119,119,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46787831620364,30.479388432533305]}",106.46787831620364,30.479388432533305
120,120,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36367374324577,30.500049684068056]}",106.36367374324577,30.500049684068056
121,121,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3232495554604,30.52789745787576]}",106.3232495554604,30.52789745787576
122,122,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34031754585867,30.515321043898087]}",106.34031754585867,30.515321043898087
123,123,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43913222711181,30.45064234344148]}",106.43913222711181,30.45064234344148
124,124,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5127940804096,30.541372187137554]}",106.5127940804096,30.541372187137554
125,125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45350527165772,30.308708528550596]}",106.45350527165772,30.308708528550596
126,126,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42206423671354,30.463218757419156]}",106.42206423671354,30.463218757419156
127,127,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49482777472721,30.64198349895894]}",106.49482777472721,30.64198349895894
128,128,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25587590915143,30.4928631617951]}",106.25587590915143,30.4928631617951
129,129,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.61699865336747,30.32218325781239]}",106.61699865336747,30.32218325781239
130,130,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26575737727674,30.48657495480626]}",106.26575737727674,30.48657495480626
131,131,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44721706466889,30.487473270090383]}",106.44721706466889,30.487473270090383
132,132,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40409793103115,30.461422126850916]}",106.40409793103115,30.461422126850916
133,133,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42206423671354,30.567423330377018]}",106.42206423671354,30.567423330377018
134,134,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37625015722344,30.5252025120234]}",106.37625015722344,30.5252025120234
135,135,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41936929086118,30.4515406587256]}",106.41936929086118,30.4515406587256
136,136,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3286394471651,30.505439575772773]}",106.3286394471651,30.505439575772773
137,137,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53345533194435,30.537778926001074]}",106.53345533194435,30.537778926001074
138,138,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45081032580536,30.33835293292654]}",106.45081032580536,30.33835293292654
139,139,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33313102358571,30.51442272861397]}",106.33313102358571,30.51442272861397
140,140,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4939294594431,30.580898059638812]}",106.4939294594431,30.580898059638812
141,141,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45979347864656,30.306911897982356]}",106.45979347864656,30.306911897982356
142,142,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44721706466889,30.30152200627764]}",106.44721706466889,30.30152200627764
143,143,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54872669177439,30.71474703697262]}",106.54872669177439,30.71474703697262
144,144,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32235124017627,30.574609852649974]}",106.32235124017627,30.574609852649974
145,145,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43194570483885,30.54676207884227]}",106.43194570483885,30.54676207884227
146,146,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2684523231291,30.485676639522143]}",106.2684523231291,30.485676639522143
147,147,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5630997363203,30.345539455199496]}",106.5630997363203,30.345539455199496
148,148,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39511477818995,30.505439575772773]}",106.39511477818995,30.505439575772773
149,149,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52716712495553,30.529694088444]}",106.52716712495553,30.529694088444
150,150,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35199564455222,30.52699914259164]}",106.35199564455222,30.52699914259164
151,151,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43733559654356,30.444354136452645]}",106.43733559654356,30.444354136452645
152,152,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54782837649027,30.619525616855952]}",106.54782837649027,30.619525616855952
153,153,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40319961574703,30.483880008953903]}",106.40319961574703,30.483880008953903
154,154,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46698000091952,30.54945702469463]}",106.46698000091952,30.54945702469463
155,155,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6870672455288,30.308708528550596]}",106.6870672455288,30.308708528550596
156,156,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44811537995301,30.314098420255313]}",106.44811537995301,30.314098420255313
157,157,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34301249171102,30.500049684068056]}",106.34301249171102,30.500049684068056
158,158,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4247591825659,30.429981091906733]}",106.4247591825659,30.429981091906733
159,159,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47955641489719,30.33925124821066]}",106.47955641489719,30.33925124821066
160,160,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54872669177439,30.631203715549503]}",106.54872669177439,30.631203715549503
161,161,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29180852051621,30.500947999352174]}",106.29180852051621,30.500947999352174
162,162,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53165870137612,30.535982295432834]}",106.53165870137612,30.535982295432834
163,163,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50470924285253,30.304216952129998]}",106.50470924285253,30.304216952129998
164,164,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49213282887486,30.683306002028438]}",106.49213282887486,30.683306002028438
165,165,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48764125245427,30.479388432533305]}",106.48764125245427,30.479388432533305
166,166,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2819270523909,30.651864967084254]}",106.2819270523909,30.651864967084254
167,167,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5074041887049,30.477591801965065]}",106.5074041887049,30.477591801965065
168,168,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49033619830662,30.349132716335976]}",106.49033619830662,30.349132716335976
169,169,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47775978432895,30.447049082305004]}",106.47775978432895,30.447049082305004
170,170,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49752272057958,30.518914305034563]}",106.49752272057958,30.518914305034563
171,171,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65921947172109,30.32308157309651]}",106.65921947172109,30.32308157309651
172,172,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49213282887486,30.426387830770253]}",106.49213282887486,30.426387830770253
173,173,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44991201052125,30.342844509347138]}",106.44991201052125,30.342844509347138
174,174,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65203294944814,30.346437770483618]}",106.65203294944814,30.346437770483618
175,175,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46967494677187,30.6770177950396]}",106.46967494677187,30.6770177950396
176,176,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7149150193365,30.31679336610767]}",106.7149150193365,30.31679336610767
177,177,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51548902626197,30.341047878778898]}",106.51548902626197,30.341047878778898
178,178,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48853956773839,30.366200706734247]}",106.48853956773839,30.366200706734247
179,179,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27474053011794,30.487473270090383]}",106.27474053011794,30.487473270090383
180,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44811537995301,30.315895050823553]}",106.44811537995301,30.315895050823553
181,181,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47326820790835,30.596169419468843]}",106.47326820790835,30.596169419468843
182,182,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43643728125944,30.445252451736764]}",106.43643728125944,30.445252451736764
183,183,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51908228739845,30.323979888380627]}",106.51908228739845,30.323979888380627
184,184,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42296255199766,30.427286146054374]}",106.42296255199766,30.427286146054374
185,185,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70233860535883,30.28265738531113]}",106.70233860535883,30.28265738531113
186,186,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50381092756841,30.5252025120234]}",106.50381092756841,30.5252025120234
187,187,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50470924285253,30.48477832423802]}",106.50470924285253,30.48477832423802
188,188,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44901369523713,30.33835293292654]}",106.44901369523713,30.33835293292654
189,189,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.13909492221589,30.552151970546987]}",106.13909492221589,30.552151970546987
190,190,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4849463066019,30.470405279692113]}",106.4849463066019,30.470405279692113
191,191,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51099744984137,30.331166410653584]}",106.51099744984137,30.331166410653584
192,192,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44272548824829,30.448845712873243]}",106.44272548824829,30.448845712873243
193,193,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40948782273587,30.447049082305004]}",106.40948782273587,30.447049082305004
194,194,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46698000091952,30.49106653122686]}",106.46698000091952,30.49106653122686
195,195,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37984341835993,30.519812620318685]}",106.37984341835993,30.519812620318685
196,196,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43553896597533,30.441659190600287]}",106.43553896597533,30.441659190600287
197,197,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67718577740348,30.32308157309651]}",106.67718577740348,30.32308157309651
198,198,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5541165834791,30.329369780085347]}",106.5541165834791,30.329369780085347
199,199,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41936929086118,30.491964846510978]}",106.41936929086118,30.491964846510978
200,200,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29001188994796,30.518914305034563]}",106.29001188994796,30.518914305034563
201,201,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42296255199766,30.463218757419156]}",106.42296255199766,30.463218757419156
202,202,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47057326205599,30.557541862251703]}",106.47057326205599,30.557541862251703
203,203,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4292507589865,30.43447266832733]}",106.4292507589865,30.43447266832733
204,204,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35379227512045,30.504541260488654]}",106.35379227512045,30.504541260488654
