system:index,area,classification,grid,.geo,lon,lat
1_32,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94007774530105,30.142834611337925]}",106.94007774530105,30.142834611337925
1_33,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95013887648318,30.100074803813836]}",106.95013887648318,30.100074803813836
1_34,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97592052513741,30.139690507843508]}",106.97592052513741,30.139690507843508
1_35,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96900349744969,30.171760363486573]}",106.96900349744969,30.171760363486573
1_36,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95831354556867,30.113908859189277]}",106.95831354556867,30.113908859189277
1_37,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93756246250551,30.10762065220044]}",106.93756246250551,30.10762065220044
1_38,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97151878024523,30.108249472899324]}",106.97151878024523,30.108249472899324
1_39,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95076769718207,30.159812770207783]}",106.95076769718207,30.159812770207783
1_40,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97403406304076,30.105105369404903]}",106.97403406304076,30.105105369404903
1_41,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95579826277314,30.105105369404903]}",106.95579826277314,30.105105369404903
1_42,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95265415927872,30.11956824547923]}",106.95265415927872,30.11956824547923
1_43,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93882010390328,30.155411025315598]}",106.93882010390328,30.155411025315598
1_44,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93064543481779,30.123969990371414]}",106.93064543481779,30.123969990371414
1_45,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98283755282513,30.171131542787688]}",106.98283755282513,30.171131542787688
1_46,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98220873212625,30.166729797895503]}",106.98220873212625,30.166729797895503
1_47,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9532829799776,30.14534989413346]}",106.9532829799776,30.14534989413346
1_48,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9539118006765,30.123341169672532]}",106.9539118006765,30.123341169672532
1_49,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94133538669881,30.143463432036807]}",106.94133538669881,30.143463432036807
1_50,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96774585605193,30.09944598311495]}",106.96774585605193,30.09944598311495
1_51,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94447949019323,30.123341169672532]}",106.94447949019323,30.123341169672532
1_52,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94510831089212,30.11328003849039]}",106.94510831089212,30.11328003849039
1_53,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95454062137537,30.115795321285926]}",106.95454062137537,30.115795321285926
1_54,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94259302809658,30.098188341717183]}",106.94259302809658,30.098188341717183
1_55,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.972776421643,30.146607535531228]}",106.972776421643,30.146607535531228
1_56,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96837467675081,30.173646825583223]}",106.96837467675081,30.173646825583223
1_57,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96397293185862,30.101332445211604]}",106.96397293185862,30.101332445211604
1_58,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90360614476579,30.145978714832342]}",106.90360614476579,30.145978714832342
1_59,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94259302809658,30.105105369404903]}",106.94259302809658,30.105105369404903
1_60,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9576847248698,30.113908859189277]}",106.9576847248698,30.113908859189277
1_61,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9576847248698,30.153524563218948]}",106.9576847248698,30.153524563218948
1_62,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9576847248698,30.125856452468064]}",106.9576847248698,30.125856452468064
1_63,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94888123508542,30.178048570475408]}",106.94888123508542,30.178048570475408
1_64,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95579826277314,30.096930700319415]}",106.95579826277314,30.096930700319415
1_65,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9840951942229,30.157297487412247]}",106.9840951942229,30.157297487412247
1_66,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97717816653518,30.14912281832676]}",106.97717816653518,30.14912281832676
1_67,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96837467675081,30.11642414198481]}",106.96837467675081,30.11642414198481
1_68,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94007774530105,30.1283717352636]}",106.94007774530105,30.1283717352636
1_69,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93944892460216,30.096930700319415]}",106.93944892460216,30.096930700319415
1_70,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92561486922672,30.129000555962484]}",106.92561486922672,30.129000555962484
1_71,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95579826277314,30.14094814924127]}",106.95579826277314,30.14094814924127
1_72,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96585939395528,30.096301879620533]}",106.96585939395528,30.096301879620533
1_73,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90926553105575,30.152895742520062]}",106.90926553105575,30.152895742520062
1_74,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93882010390328,30.120825886876997]}",106.93882010390328,30.120825886876997
1_75,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.945737131591,30.149751639025645]}",106.945737131591,30.149751639025645
1_76,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93127425551668,30.12145470757588]}",106.93127425551668,30.12145470757588
1_77,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94447949019323,30.146607535531228]}",106.94447949019323,30.146607535531228
1_78,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96460175255751,30.171131542787688]}",106.96460175255751,30.171131542787688
1_79,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93944892460216,30.148493997627877]}",106.93944892460216,30.148493997627877
1_80,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9576847248698,30.15226692182118]}",106.9576847248698,30.15226692182118
1_81,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93567600040886,30.146607535531228]}",106.93567600040886,30.146607535531228
1_82,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9576847248698,30.115795321285926]}",106.9576847248698,30.115795321285926
1_83,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95454062137537,30.1245988110703]}",106.95454062137537,30.1245988110703
1_84,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96082882836421,30.0975595210183]}",106.96082882836421,30.0975595210183
1_85,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95076769718207,30.123969990371414]}",106.95076769718207,30.123969990371414
1_86,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94385066949435,30.127742914564717]}",106.94385066949435,30.127742914564717
1_87,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93882010390328,30.101961265910486]}",106.93882010390328,30.101961265910486
1_88,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94007774530105,30.096930700319415]}",106.94007774530105,30.096930700319415
1_89,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95139651788095,30.168616259992156]}",106.95139651788095,30.168616259992156
1_90,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98220873212625,30.105105369404903]}",106.98220873212625,30.105105369404903
1_91,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91178081385128,30.15603984601448]}",106.91178081385128,30.15603984601448
1_92,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9576847248698,30.171760363486573]}",106.9576847248698,30.171760363486573
1_93,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95076769718207,30.139690507843508]}",106.95076769718207,30.139690507843508
1_94,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94007774530105,30.141576969940157]}",106.94007774530105,30.141576969940157
1_95,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95454062137537,30.127742914564717]}",106.95454062137537,30.127742914564717
1_96,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95139651788095,30.117681783382576]}",106.95139651788095,30.117681783382576
1_97,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90675024826021,30.151638101122295]}",106.90675024826021,30.151638101122295
1_98,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93441835901109,30.14220579063904]}",106.93441835901109,30.14220579063904
1_99,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9539118006765,30.101961265910486]}",106.9539118006765,30.101961265910486
1_100,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95831354556867,30.11831060408146]}",106.95831354556867,30.11831060408146
1_101,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98535283562067,30.142834611337925]}",106.98535283562067,30.142834611337925
1_102,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95265415927872,30.11642414198481]}",106.95265415927872,30.11642414198481
1_103,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9539118006765,30.10447654870602]}",106.9539118006765,30.10447654870602
1_104,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9803222700296,30.155411025315598]}",106.9803222700296,30.155411025315598
1_105,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96397293185862,30.17490446698099]}",106.96397293185862,30.17490446698099
1_106,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95076769718207,30.1591839495089]}",106.95076769718207,30.1591839495089
1_107,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94447949019323,30.15603984601448]}",106.94447949019323,30.15603984601448
1_108,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98157991142737,30.139061687144622]}",106.98157991142737,30.139061687144622
1_109,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95579826277314,30.159812770207783]}",106.95579826277314,30.159812770207783
1_110,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93944892460216,30.142834611337925]}",106.93944892460216,30.142834611337925
1_111,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95265415927872,30.1591839495089]}",106.95265415927872,30.1591839495089
1_112,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97214760094411,30.18119267396983]}",106.97214760094411,30.18119267396983
1_113,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96334411115974,30.101961265910486]}",106.96334411115974,30.101961265910486
1_114,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9570559041709,30.150380459724527]}",106.9570559041709,30.150380459724527
1_115,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9539118006765,30.14912281832676]}",106.9539118006765,30.14912281832676
1_116,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93882010390328,30.14031932854239]}",106.93882010390328,30.14031932854239
1_117,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93882010390328,30.12648527316695]}",106.93882010390328,30.12648527316695
1_118,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94259302809658,30.15603984601448]}",106.94259302809658,30.15603984601448
1_119,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9539118006765,30.0975595210183]}",106.9539118006765,30.0975595210183
1_120,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92435722782896,30.12711409386583]}",106.92435722782896,30.12711409386583
1_121,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94259302809658,30.122083528274764]}",106.94259302809658,30.122083528274764
1_122,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96963231814858,30.10762065220044]}",106.96963231814858,30.10762065220044
1_123,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95076769718207,30.14094814924127]}",106.95076769718207,30.14094814924127
1_124,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9840951942229,30.11328003849039]}",106.9840951942229,30.11328003849039
1_125,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96711703535304,30.100703624512718]}",106.96711703535304,30.100703624512718
1_126,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9840951942229,30.16798743929327]}",106.9840951942229,30.16798743929327
1_127,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98220873212625,30.157297487412247]}",106.98220873212625,30.157297487412247
1_128,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95265415927872,30.11453767988816]}",106.95265415927872,30.11453767988816
1_129,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93378953831221,30.141576969940157]}",106.93378953831221,30.141576969940157
1_130,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97026113884746,30.178677391174293]}",106.97026113884746,30.178677391174293
1_131,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98283755282513,30.159812770207783]}",106.98283755282513,30.159812770207783
1_132,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96774585605193,30.178677391174293]}",106.96774585605193,30.178677391174293
1_133,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97906462863183,30.15603984601448]}",106.97906462863183,30.15603984601448
1_134,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9576847248698,30.122083528274764]}",106.9576847248698,30.122083528274764
1_135,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97340524234188,30.127742914564717]}",106.97340524234188,30.127742914564717
1_136,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96460175255751,30.172389184185455]}",106.96460175255751,30.172389184185455
1_137,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96774585605193,30.170502722088806]}",106.96774585605193,30.170502722088806
1_138,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94007774530105,30.13151583875802]}",106.94007774530105,30.13151583875802
1_139,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96334411115974,30.16987390138992]}",106.96334411115974,30.16987390138992
1_140,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9539118006765,30.144721073434575]}",106.9539118006765,30.144721073434575
1_141,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9532829799776,30.150380459724527]}",106.9532829799776,30.150380459724527
1_142,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95265415927872,30.098188341717183]}",106.95265415927872,30.098188341717183
1_143,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96900349744969,30.17427564628211]}",106.96900349744969,30.17427564628211
1_144,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92498604852784,30.125856452468064]}",106.92498604852784,30.125856452468064
1_145,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97529170443853,30.16107041160555]}",106.97529170443853,30.16107041160555
1_146,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97906462863183,30.09944598311495]}",106.97906462863183,30.09944598311495
1_147,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9224707657323,30.094415417523884]}",106.9224707657323,30.094415417523884
1_148,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94133538669881,30.11642414198481]}",106.94133538669881,30.11642414198481
1_149,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90046204127138,30.132773480155784]}",106.90046204127138,30.132773480155784
1_150,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9878681184162,30.175533287679876]}",106.9878681184162,30.175533287679876
1_151,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9073790689591,30.151638101122295]}",106.9073790689591,30.151638101122295
1_152,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98157991142737,30.122712348973646]}",106.98157991142737,30.122712348973646
1_153,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95579826277314,30.160441590906668]}",106.95579826277314,30.160441590906668
1_154,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98598165631955,30.142834611337925]}",106.98598165631955,30.142834611337925
1_155,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98095109072848,30.103847728007135]}",106.98095109072848,30.103847728007135
1_156,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94699477298877,30.11453767988816]}",106.94699477298877,30.11453767988816
1_157,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97403406304076,30.10573419010379]}",106.97403406304076,30.10573419010379
1_158,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98220873212625,30.16987390138992]}",106.98220873212625,30.16987390138992
1_159,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93944892460216,30.100703624512718]}",106.93944892460216,30.100703624512718
1_160,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96082882836421,30.1283717352636]}",106.96082882836421,30.1283717352636
1_161,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.945737131591,30.110135934995974]}",106.945737131591,30.110135934995974
1_162,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95454062137537,30.13843286644574]}",106.95454062137537,30.13843286644574
1_163,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9539118006765,30.112022397092623]}",106.9539118006765,30.112022397092623
1_164,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94636595228988,30.11265121779151]}",106.94636595228988,30.11265121779151
1_165,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93001661411891,30.123969990371414]}",106.93001661411891,30.123969990371414
1_166,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95642708347202,30.108249472899324]}",106.95642708347202,30.108249472899324
1_167,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96963231814858,30.096930700319415]}",106.96963231814858,30.096930700319415
1_168,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96397293185862,30.11831060408146]}",106.96397293185862,30.11831060408146
1_169,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.972776421643,30.103847728007135]}",106.972776421643,30.103847728007135
1_170,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94888123508542,30.12522763176918]}",106.94888123508542,30.12522763176918
1_171,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.945737131591,30.120825886876997]}",106.945737131591,30.120825886876997
1_172,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98598165631955,30.163585694401085]}",106.98598165631955,30.163585694401085
1_173,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96523057325639,30.16735861859439]}",106.96523057325639,30.16735861859439
1_174,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95957118696644,30.14031932854239]}",106.95957118696644,30.14031932854239
1_175,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93504717970998,30.142834611337925]}",106.93504717970998,30.142834611337925
1_176,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97088995954635,30.175533287679876]}",106.97088995954635,30.175533287679876
1_177,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94070656599993,30.10636301080267]}",106.94070656599993,30.10636301080267
1_178,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94888123508542,30.125856452468064]}",106.94888123508542,30.125856452468064
1_179,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91303845524905,30.161699232304436]}",106.91303845524905,30.161699232304436
1_180,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96585939395528,30.162328053003318]}",106.96585939395528,30.162328053003318
1_181,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95894236626756,30.094415417523884]}",106.95894236626756,30.094415417523884
1_182,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96523057325639,30.10573419010379]}",106.96523057325639,30.10573419010379
1_183,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96963231814858,30.176162108378758]}",106.96963231814858,30.176162108378758
1_184,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94070656599993,30.143463432036807]}",106.94070656599993,30.143463432036807
1_185,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95957118696644,30.151009280423413]}",106.95957118696644,30.151009280423413
1_186,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9419642073977,30.122712348973646]}",106.9419642073977,30.122712348973646
1_187,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95139651788095,30.151638101122295]}",106.95139651788095,30.151638101122295
1_188,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96020000766532,30.16798743929327]}",106.96020000766532,30.16798743929327
1_189,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9539118006765,30.09881716241607]}",106.9539118006765,30.09881716241607
1_190,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95013887648318,30.117681783382576]}",106.95013887648318,30.117681783382576
1_191,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95076769718207,30.096301879620533]}",106.95076769718207,30.096301879620533
1_192,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9495100557843,30.1245988110703]}",106.9495100557843,30.1245988110703
