system:index,area,class,grid,.geo,lon,lat
2_1830,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3992919442611,30.53144580324803]}",106.3992919442611,30.53144580324803
2_647,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71433111440182,30.318275586326468]}",106.71433111440182,30.318275586326468
2_1633,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37225265420909,30.477996043842918]}",106.37225265420908,30.47799604384292
2_2323,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39489019936892,30.476109581746268]}",106.39489019936892,30.476109581746268
2_1426,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65836607220116,30.352231904066183]}",106.65836607220116,30.352231904066183
1_566,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40809543404546,30.52641523765696]}",106.40809543404546,30.52641523765696
1_630,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64327437542796,30.295009220467772]}",106.64327437542796,30.29500922046777
2_96,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67094248617884,30.359148931753904]}",106.67094248617884,30.359148931753904
1_276,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48606920070704,30.65343701883146]}",106.48606920070704,30.65343701883146
2_2014,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53574603591885,30.654065839530343]}",106.53574603591883,30.654065839530343
2_2015,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37916968189681,30.45410085728534]}",106.3791696818968,30.45410085728534
1_201,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48984212490035,30.63960296345602]}",106.48984212490036,30.63960296345602
2_882,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67471541037214,30.35474718686172]}",106.67471541037214,30.35474718686172
1_1127,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53448839452109,30.676703384690157]}",106.53448839452108,30.67670338469016
1_392,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67911715526432,30.31198737933763]}",106.67911715526432,30.31198737933763
2_1462,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52128315984453,30.685506874474527]}",106.52128315984451,30.685506874474527
2_308,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46720457974054,30.68299159167899]}",106.46720457974054,30.68299159167899
2_2809,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4992744353836,30.64148942555267]}",106.4992744353836,30.64148942555267
2_874,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4910997662981,30.694310364258897]}",106.4910997662981,30.694310364258897
2_2634,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37413911630576,30.46290434706971]}",106.37413911630576,30.46290434706971
1_1786,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7149599351007,30.338397848690743]}",106.7149599351007,30.338397848690743
2_973,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39048845447672,30.48176896803622]}",106.39048845447672,30.48176896803622
2_3145,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44645349667736,30.527044058355845]}",106.44645349667736,30.527044058355845
2_3114,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39300373727227,30.466048450564127]}",106.39300373727228,30.466048450564127
2_373,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50178971817914,30.679218667485692]}",106.50178971817914,30.67921866748569
2_2044,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64013027193354,30.322048510519767]}",106.64013027193354,30.322048510519767
2_385,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52316962194118,30.66035404651918]}",106.52316962194118,30.66035404651918
1_4,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6300691407514,30.36166421454944]}",106.6300691407514,30.36166421454944
2_2083,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46657575904165,30.702485033344384]}",106.46657575904165,30.702485033344384
2_2940,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47726571092267,30.67607456399127]}",106.47726571092268,30.67607456399127
1_1480,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67031366547995,30.308214455144327]}",106.67031366547997,30.308214455144327
2_2959,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5263137254356,30.633943577166068]}",106.5263137254356,30.633943577166068
2_2241,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37539675770351,30.471079016155198]}",106.37539675770353,30.4710790161552
2_860,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4571434485584,30.6672710742069]}",106.4571434485584,30.6672710742069
2_2137,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3873443509823,30.542135755129053]}",106.3873443509823,30.542135755129053
1_1488,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6803747966621,30.320162048423118]}",106.6803747966621,30.32016204842312
2_410,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5030473595769,30.65658112232588]}",106.5030473595769,30.65658112232588
1_19,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44079411038742,30.458502602177525]}",106.44079411038742,30.458502602177525
1_616,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67471541037214,30.33273846240079]}",106.67471541037214,30.33273846240079
2_339,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65459314800786,30.308843275843213]}",106.65459314800786,30.308843275843213
2_1934,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53951896011215,30.655952301626996]}",106.53951896011216,30.655952301627
1_1121,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40432250985216,30.486799533627288]}",106.40432250985216,30.486799533627288
2_3007,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70615644531632,30.341541952185164]}",106.70615644531632,30.341541952185164
2_2371,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4992744353836,30.697454467753317]}",106.4992744353836,30.69745446775332
2_2883,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68477654155429,30.278659882296797]}",106.68477654155429,30.2786598822968
1_99,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39803430286332,30.511952361582637]}",106.39803430286332,30.51195236158264
2_1712,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40243604775551,30.538991651634632]}",106.40243604775551,30.538991651634632
1_517,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68980710714536,30.295638041166654]}",106.68980710714536,30.29563804116665
1_1411,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44959760017178,30.46290434706971]}",106.44959760017178,30.46290434706971
2_861,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48984212490035,30.719463192214246]}",106.48984212490036,30.71946319221425
2_1464,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53134429102667,30.66224050861583]}",106.53134429102668,30.66224050861583
1_120,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4565146278595,30.64086060485379]}",106.4565146278595,30.64086060485379
2_396,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5068202837702,30.65343701883146]}",106.5068202837702,30.65343701883146
2_547,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48166745581486,30.654065839530343]}",106.48166745581486,30.654065839530343
1_1123,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4143836410343,30.51132354088375]}",106.4143836410343,30.51132354088375
2_1176,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41123953753988,30.47170783685408]}",106.41123953753988,30.47170783685408
2_716,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64516083752461,30.297524503263304]}",106.6451608375246,30.297524503263304
2_2328,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37288147490798,30.45410085728534]}",106.37288147490798,30.45410085728534
2_1391,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38420024748788,30.50440651319603]}",106.38420024748788,30.50440651319603
2_1656,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69735295553195,30.345314876378463]}",106.69735295553195,30.345314876378463
2_2397,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36785090931691,30.454729677984222]}",106.36785090931691,30.454729677984226
1_125,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51122202866239,30.659096405121414]}",106.5112220286624,30.659096405121414
2_572,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70049705902638,30.285576909984517]}",106.70049705902638,30.28557690998452
2_251,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44833995877403,30.491201278519476]}",106.44833995877404,30.49120127851948
2_881,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46971986253607,30.667899894905783]}",106.46971986253608,30.667899894905783
1_1349,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49675915258807,30.64777763254151]}",106.49675915258808,30.64777763254151
1_1984,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44016528968854,30.484913071530638]}",106.44016528968854,30.48491307153064
2_2464,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70615644531632,30.301297427456607]}",106.70615644531632,30.301297427456607
2_629,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37791204049906,30.489314816422823]}",106.37791204049906,30.489314816422823
2_679,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70930054881075,30.362921855947206]}",106.70930054881076,30.362921855947206
1_760,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48606920070704,30.65532348092811]}",106.48606920070704,30.65532348092811
2_99,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68414772085539,30.309472096542095]}",106.6841477208554,30.30947209654209
2_2191,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.54014778081104,30.701856212645502]}",106.54014778081104,30.701856212645502
1_1478,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52694254613448,30.65029291533704]}",106.52694254613448,30.65029291533704
1_859,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68917828644646,30.320790869122]}",106.68917828644646,30.320790869122
1_847,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71621757649847,30.312616200036512]}",106.71621757649848,30.312616200036512
1_251,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4263312343131,30.45598731938199]}",106.4263312343131,30.45598731938199
2_2567,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64830494101903,30.323306151917535]}",106.64830494101903,30.32330615191753
2_1154,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69986823832748,30.29878214466107]}",106.69986823832748,30.29878214466107
1_555,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4565146278595,30.685506874474527]}",106.4565146278595,30.685506874474527
1_538,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52316962194118,30.700598571247735]}",106.52316962194118,30.70059857124773
2_769,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49990325608248,30.71883437151536]}",106.49990325608248,30.71883437151536
1_169,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64893376171791,30.295009220467772]}",106.64893376171791,30.29500922046777
2_212,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45148406226843,30.637087680660485]}",106.45148406226843,30.637087680660485
2_1870,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51499495285569,30.688650977968944]}",106.51499495285567,30.688650977968944
2_129,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39237491657337,30.523271134162542]}",106.39237491657336,30.523271134162545
2_2332,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50367618027579,30.700598571247735]}",106.5036761802758,30.70059857124773
1_764,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37728321980016,30.53836283093575]}",106.37728321980016,30.53836283093575
1_1486,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69106474854311,30.301926248155493]}",106.69106474854313,30.301926248155493
2_782,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51813905635011,30.667899894905783]}",106.51813905635012,30.667899894905783
2_2295,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36407798512361,30.51132354088375]}",106.3640779851236,30.51132354088375
2_2075,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64830494101903,30.313245020735398]}",106.64830494101903,30.3132450207354
1_799,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69735295553195,30.305699172348792]}",106.69735295553195,30.305699172348792
2_160,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41249717893766,30.462275526370824]}",106.41249717893766,30.462275526370824
1_542,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40432250985216,30.48365543013287]}",106.40432250985216,30.48365543013287
2_988,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41627010313096,30.47673840244515]}",106.41627010313096,30.47673840244515
1_63,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45211288296733,30.708773240333223]}",106.45211288296731,30.708773240333223
1_102,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44582467597849,30.46290434706971]}",106.44582467597849,30.46290434706971
2_2887,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43827882759189,30.528301699753612]}",106.43827882759189,30.52830169975361
2_2917,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46971986253607,30.711288523128758]}",106.46971986253608,30.71128852312876
1_930,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4068377926477,30.506921795991566]}",106.4068377926477,30.50692179599157
1_1627,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70175470042413,30.288092192780052]}",106.70175470042412,30.28809219278005
1_143,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48606920070704,30.651550556734808]}",106.48606920070704,30.651550556734808
1_1272,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65773725150228,30.31890440702535]}",106.65773725150228,30.31890440702535
2_648,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45902991065505,30.638974142757135]}",106.45902991065503,30.63897414275713
1_1585,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5376324980155,30.633314756467183]}",106.5376324980155,30.633314756467183
2_1938,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36659326791914,30.476109581746268]}",106.36659326791914,30.476109581746268
1_964,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45588580716063,30.67607456399127]}",106.45588580716064,30.67607456399127
2_2616,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44205175178519,30.532703444645797]}",106.4420517517852,30.5327034446458
2_3080,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3873443509823,30.530188161850262]}",106.3873443509823,30.530188161850266
1_1210,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63447088564358,30.285576909984517]}",106.63447088564358,30.28557690998452
1_559,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64013027193354,30.302555068854375]}",106.64013027193354,30.30255506885437
1_1100,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53197311172555,30.671672819099086]}",106.53197311172556,30.671672819099086
2_2111,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71684639719734,30.359148931753904]}",106.71684639719734,30.359148931753904
2_2068,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5263137254356,30.662869329314717]}",106.5263137254356,30.66286932931472
2_1926,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67534423107102,30.33965549008851]}",106.67534423107102,30.33965549008851
1_387,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4219294894209,30.516982927173704]}",106.4219294894209,30.516982927173704
1_303,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67345776897437,30.33210964170191]}",106.67345776897436,30.33210964170191
2_464,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39300373727227,30.488057175025055]}",106.39300373727228,30.48805717502505
2_229,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47097750393384,30.64840645324039]}",106.47097750393384,30.64840645324039
1_698,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52128315984453,30.63960296345602]}",106.52128315984451,30.63960296345602
2_2776,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43639236549524,30.46793491266078]}",106.43639236549524,30.46793491266078
1_1188,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52191198054341,30.64148942555267]}",106.5219119805434,30.64148942555267
2_1995,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65144904451344,30.308214455144327]}",106.65144904451344,30.308214455144327
2_1587,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49298622839476,30.637087680660485]}",106.49298622839476,30.637087680660485
1_1989,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43136179990417,30.510065899485983]}",106.43136179990417,30.510065899485983
1_327,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45525698646175,30.698712109151085]}",106.45525698646176,30.698712109151085
2_987,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3647068058225,30.527672879054727]}",106.3647068058225,30.527672879054727
1_1618,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65899489290005,30.328965538207488]}",106.65899489290004,30.328965538207488
2_765,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6338420649447,30.321419689820885]}",106.6338420649447,30.321419689820885
2_2394,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67723069316767,30.275515778802376]}",106.67723069316769,30.275515778802376
2_339,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48292509721263,30.70814441963434]}",106.48292509721264,30.70814441963434
2_1628,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69232238994088,30.348458979872884]}",106.69232238994088,30.348458979872884
2_3032,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47412160742826,30.720720833612013]}",106.47412160742826,30.720720833612013
2_3003,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49235740769588,30.652179377433693]}",106.49235740769588,30.652179377433693
2_2222,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36344916442472,30.466048450564127]}",106.36344916442472,30.466048450564127
1_1402,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37036619211244,30.459760243575293]}",106.37036619211244,30.459760243575293
