system:index,area,classification,grid,.geo,lon,lat
1_37,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52065433914565,30.699340929849967]}",106.52065433914565,30.699340929849967
1_38,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52379844264006,30.673559281195736]}",106.52379844264006,30.673559281195736
1_39,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.464689296945,30.65532348092811]}",106.464689296945,30.65532348092811
1_40,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53134429102667,30.638345322058253]}",106.53134429102667,30.638345322058253
1_41,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48858448350258,30.699340929849967]}",106.48858448350258,30.699340929849967
1_42,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52757136683337,30.657838763723646]}",106.52757136683337,30.657838763723646
1_43,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47349278672937,30.657838763723646]}",106.47349278672937,30.657838763723646
1_44,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51310849075904,30.658467584422528]}",106.51310849075904,30.658467584422528
1_45,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51436613215681,30.705629136838805]}",106.51436613215681,30.705629136838805
1_46,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49738797328695,30.68236277098011]}",106.49738797328695,30.68236277098011
1_47,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47915217301932,30.693052722861133]}",106.47915217301932,30.693052722861133
1_48,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.491728586997,30.659096405121414]}",106.491728586997,30.659096405121414
1_49,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52379844264006,30.66915753630355]}",106.52379844264006,30.66915753630355
1_50,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45525698646175,30.693681543560015]}",106.45525698646175,30.693681543560015
1_51,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48544038000816,30.651550556734808]}",106.48544038000816,30.651550556734808
1_52,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48229627651374,30.65658112232588]}",106.48229627651374,30.65658112232588
1_53,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45399934506398,30.69619682635555]}",106.45399934506398,30.69619682635555
1_54,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49298622839476,30.658467584422528]}",106.49298622839476,30.658467584422528
1_55,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.464689296945,30.652808198132576]}",106.464689296945,30.652808198132576
1_56,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50870674586686,30.695568005656664]}",106.50870674586686,30.695568005656664
1_57,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49424386979253,30.65343701883146]}",106.49424386979253,30.65343701883146
1_58,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47726571092267,30.642747066950438]}",106.47726571092267,30.642747066950438
1_59,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4533705243651,30.64148942555267]}",106.4533705243651,30.64148942555267
1_60,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4609163727517,30.65469466022923]}",106.4609163727517,30.65469466022923
1_61,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4722351453316,30.683620412377877]}",106.4722351453316,30.683620412377877
1_62,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47537924882602,30.67544574329239]}",106.47537924882602,30.67544574329239
1_63,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45211288296733,30.708773240333223]}",106.45211288296733,30.708773240333223
1_64,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50430500097467,30.65469466022923]}",106.50430500097467,30.65469466022923
1_65,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46028755205282,30.633314756467183]}",106.46028755205282,30.633314756467183
1_66,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48040981441709,30.655952301626996]}",106.48040981441709,30.655952301626996
1_67,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51059320796351,30.63960296345602]}",106.51059320796351,30.63960296345602
1_68,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46594693834277,30.68299159167899]}",106.46594693834277,30.68299159167899
1_69,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4873268421048,30.67733220538904]}",106.4873268421048,30.67733220538904
1_70,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45965873135393,30.669786357002437]}",106.45965873135393,30.669786357002437
1_71,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52002551844676,30.683620412377877]}",106.52002551844676,30.683620412377877
1_72,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52065433914565,30.644633529047088]}",106.52065433914565,30.644633529047088
1_73,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45840108995615,30.64337588764932]}",106.45840108995615,30.64337588764932
1_74,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47852335232044,30.71003088173099]}",106.47852335232044,30.71003088173099
1_75,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45085524156956,30.681733950281224]}",106.45085524156956,30.681733950281224
1_76,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48229627651374,30.695568005656664]}",106.48229627651374,30.695568005656664
1_77,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47600806952491,30.681733950281224]}",106.47600806952491,30.681733950281224
1_78,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52820018753225,30.706886778236573]}",106.52820018753225,30.706886778236573
1_79,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45588580716063,30.6980832884522]}",106.45588580716063,30.6980832884522
1_80,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4609163727517,30.68236277098011]}",106.4609163727517,30.68236277098011
1_81,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51185084936127,30.642747066950438]}",106.51185084936127,30.642747066950438
1_82,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48103863511598,30.640231784154903]}",106.48103863511598,30.640231784154903
1_83,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52882900823113,30.652808198132576]}",106.52882900823113,30.652808198132576
1_84,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5068202837702,30.697454467753317]}",106.5068202837702,30.697454467753317
1_85,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53134429102667,30.638974142757135]}",106.53134429102667,30.638974142757135
1_86,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51813905635011,30.64086060485379]}",106.51813905635011,30.64086060485379
1_87,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52379844264006,30.700598571247735]}",106.52379844264006,30.700598571247735
1_88,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52191198054341,30.633943577166068]}",106.52191198054341,30.633943577166068
1_89,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46657575904165,30.644004708348206]}",106.46657575904165,30.644004708348206
1_90,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46028755205282,30.679218667485692]}",106.46028755205282,30.679218667485692
1_91,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48858448350258,30.683620412377877]}",106.48858448350258,30.683620412377877
1_92,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4873268421048,30.686135695173412]}",106.4873268421048,30.686135695173412
1_93,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5030473595769,30.642118246251552]}",106.5030473595769,30.642118246251552
1_94,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47852335232044,30.70311385404327]}",106.47852335232044,30.70311385404327
1_95,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48292509721263,30.66035404651918]}",106.48292509721263,30.66035404651918
1_96,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47160632463272,30.687393336571176]}",106.47160632463272,30.687393336571176
1_97,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46028755205282,30.695568005656664]}",106.46028755205282,30.695568005656664
1_98,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47789453162156,30.658467584422528]}",106.47789453162156,30.658467584422528
1_99,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4609163727517,30.688650977968944]}",106.4609163727517,30.688650977968944
1_100,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47097750393384,30.67733220538904]}",106.47097750393384,30.67733220538904
1_101,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47160632463272,30.65029291533704]}",106.47160632463272,30.65029291533704
1_102,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47663689022379,30.681733950281224]}",106.47663689022379,30.681733950281224
1_103,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51310849075904,30.642747066950438]}",106.51310849075904,30.642747066950438
1_104,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4609163727517,30.701856212645502]}",106.4609163727517,30.701856212645502
1_105,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45588580716063,30.685506874474527]}",106.45588580716063,30.685506874474527
1_106,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50430500097467,30.65658112232588]}",106.50430500097467,30.65658112232588
1_107,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4992744353836,30.64337588764932]}",106.4992744353836,30.64337588764932
1_108,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48984212490035,30.644633529047088]}",106.48984212490035,30.644633529047088
1_109,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47475042812714,30.645891170444855]}",106.47475042812714,30.645891170444855
1_110,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51059320796351,30.706257957537687]}",106.51059320796351,30.706257957537687
1_111,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47412160742826,30.64337588764932]}",106.47412160742826,30.64337588764932
1_112,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52820018753225,30.65343701883146]}",106.52820018753225,30.65343701883146
1_113,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47663689022379,30.684878053775645]}",106.47663689022379,30.684878053775645
1_114,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53637485661774,30.65532348092811]}",106.53637485661774,30.65532348092811
1_115,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47475042812714,30.659725225820296]}",106.47475042812714,30.659725225820296
1_116,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48355391791151,30.703742674742152]}",106.48355391791151,30.703742674742152
1_117,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51059320796351,30.678589846786807]}",106.51059320796351,30.678589846786807
1_118,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47537924882602,30.687393336571176]}",106.47537924882602,30.687393336571176
1_119,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51688141495234,30.638345322058253]}",106.51688141495234,30.638345322058253
1_120,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4565146278595,30.64086060485379]}",106.4565146278595,30.64086060485379
1_121,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45777226925728,30.684878053775645]}",106.45777226925728,30.684878053775645
1_122,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46280283484835,30.652808198132576]}",106.46280283484835,30.652808198132576
1_123,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4879556628037,30.66035404651918]}",106.4879556628037,30.66035404651918
1_124,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4533705243651,30.70122739194662]}",106.4533705243651,30.70122739194662
1_125,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51122202866239,30.659096405121414]}",106.51122202866239,30.659096405121414
1_126,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50744910446909,30.63960296345602]}",106.50744910446909,30.63960296345602
1_127,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46028755205282,30.681105129582342]}",106.46028755205282,30.681105129582342
1_128,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45399934506398,30.642118246251552]}",106.45399934506398,30.642118246251552
1_129,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48858448350258,30.6364588599616]}",106.48858448350258,30.6364588599616
1_130,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48166745581486,30.685506874474527]}",106.48166745581486,30.685506874474527
1_131,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53448839452109,30.67418810189462]}",106.53448839452109,30.67418810189462
1_132,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45399934506398,30.690537440065597]}",106.45399934506398,30.690537440065597
1_133,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46657575904165,30.680476308883456]}",106.46657575904165,30.680476308883456
1_134,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4955015111903,30.638974142757135]}",106.4955015111903,30.638974142757135
1_135,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47160632463272,30.633943577166068]}",106.47160632463272,30.633943577166068
1_136,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46154519345058,30.64337588764932]}",106.46154519345058,30.64337588764932
1_137,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52442726333895,30.642747066950438]}",106.52442726333895,30.642747066950438
1_138,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4533705243651,30.638974142757135]}",106.4533705243651,30.638974142757135
1_139,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46971986253607,30.650921736035926]}",106.46971986253607,30.650921736035926
1_140,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47475042812714,30.635201218563832]}",106.47475042812714,30.635201218563832
1_141,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46217401414947,30.64337588764932]}",106.46217401414947,30.64337588764932
1_142,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51625259425346,30.651550556734808]}",106.51625259425346,30.651550556734808
1_143,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48606920070704,30.651550556734808]}",106.48606920070704,30.651550556734808
1_144,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52442726333895,30.649664094638158]}",106.52442726333895,30.649664094638158
1_145,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52757136683337,30.67544574329239]}",106.52757136683337,30.67544574329239
1_146,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45965873135393,30.683620412377877]}",106.45965873135393,30.683620412377877
1_147,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49864561468472,30.64651999114374]}",106.49864561468472,30.64651999114374
1_148,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4873268421048,30.67607456399127]}",106.4873268421048,30.67607456399127
1_149,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47475042812714,30.67544574329239]}",106.47475042812714,30.67544574329239
1_150,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46783340043942,30.647148811842623]}",106.46783340043942,30.647148811842623
1_151,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51751023565123,30.64840645324039]}",106.51751023565123,30.64840645324039
1_152,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48040981441709,30.644004708348206]}",106.48040981441709,30.644004708348206
1_153,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45840108995615,30.688650977968944]}",106.45840108995615,30.688650977968944
1_154,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4722351453316,30.638345322058253]}",106.4722351453316,30.638345322058253
1_155,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46531811764387,30.65343701883146]}",106.46531811764387,30.65343701883146
1_156,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52757136683337,30.65343701883146]}",106.52757136683337,30.65343701883146
1_157,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4684622211383,30.65469466022923]}",106.4684622211383,30.65469466022923
1_158,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5068202837702,30.635830039262718]}",106.5068202837702,30.635830039262718
1_159,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47475042812714,30.644633529047088]}",106.47475042812714,30.644633529047088
1_160,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47726571092267,30.649664094638158]}",106.47726571092267,30.649664094638158
1_161,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51625259425346,30.638974142757135]}",106.51625259425346,30.638974142757135
1_162,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46783340043942,30.652808198132576]}",106.46783340043942,30.652808198132576
1_163,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52442726333895,30.638974142757135]}",106.52442726333895,30.638974142757135
1_164,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52757136683337,30.680476308883456]}",106.52757136683337,30.680476308883456
1_165,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47286396603049,30.66915753630355]}",106.47286396603049,30.66915753630355
1_166,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45085524156956,30.658467584422528]}",106.45085524156956,30.658467584422528
1_167,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51813905635011,30.654065839530343]}",106.51813905635011,30.654065839530343
1_168,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48858448350258,30.679847488184574]}",106.48858448350258,30.679847488184574
1_169,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47600806952491,30.667899894905783]}",106.47600806952491,30.667899894905783
1_170,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47537924882602,30.657838763723646]}",106.47537924882602,30.657838763723646
1_171,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51688141495234,30.649035273939276]}",106.51688141495234,30.649035273939276
1_172,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46783340043942,30.645891170444855]}",106.46783340043942,30.645891170444855
1_173,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53951896011215,30.64840645324039]}",106.53951896011215,30.64840645324039
1_174,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53260193242443,30.65029291533704]}",106.53260193242443,30.65029291533704
1_175,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45588580716063,30.644633529047088]}",106.45588580716063,30.644633529047088
1_176,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53134429102667,30.66161168791695]}",106.53134429102667,30.66161168791695
1_177,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47160632463272,30.681733950281224]}",106.47160632463272,30.681733950281224
1_178,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48229627651374,30.67607456399127]}",106.48229627651374,30.67607456399127
1_179,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48040981441709,30.67733220538904]}",106.48040981441709,30.67733220538904
1_180,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46217401414947,30.69619682635555]}",106.46217401414947,30.69619682635555
1_181,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51625259425346,30.63960296345602]}",106.51625259425346,30.63960296345602
1_182,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48355391791151,30.65343701883146]}",106.48355391791151,30.65343701883146
1_183,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47789453162156,30.664755791411366]}",106.47789453162156,30.664755791411366
1_184,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50178971817914,30.6326859357683]}",106.50178971817914,30.6326859357683
1_185,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53700367731662,30.659725225820296]}",106.53700367731662,30.659725225820296
1_186,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48669802140593,30.655952301626996]}",106.48669802140593,30.655952301626996
1_187,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47600806952491,30.659725225820296]}",106.47600806952491,30.659725225820296
1_188,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4879556628037,30.637087680660485]}",106.4879556628037,30.637087680660485
1_189,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45902991065505,30.695568005656664]}",106.45902991065505,30.695568005656664
1_190,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47537924882602,30.70814441963434]}",106.47537924882602,30.70814441963434
1_191,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52316962194118,30.645891170444855]}",106.52316962194118,30.645891170444855
1_192,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45211288296733,30.68299159167899]}",106.45211288296733,30.68299159167899
