system:index,area,class,grid,.geo,lon,lat
2_845,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39237491657337,30.500633589002728]}",106.39237491657336,30.500633589002728
2_1138,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4873268421048,30.635201218563832]}",106.4873268421048,30.635201218563832
2_2939,0,3,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.437650006893,30.457244960779757]}",106.437650006893,30.45724496077976
2_298,1,1,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99038340121174,30.205087860527406]}",106.99038340121174,30.205087860527406
1_582,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47537924882602,30.67607456399127]}",106.47537924882602,30.67607456399127
2_2681,0,3,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43513472409747,30.528930520452494]}",106.43513472409748,30.52893052045249
2_1089,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40998189614211,30.465419629865245]}",106.40998189614211,30.465419629865245
1_643,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68666300365093,30.331480821003023]}",106.68666300365092,30.331480821003023
1_696,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93001661411891,30.137804045746854]}",106.93001661411893,30.13780404574685
2_2282,1,2,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06081131948672,30.24533238525596]}",107.06081131948672,30.24533238525596
2_1148,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48984212490035,30.694310364258897]}",106.48984212490036,30.694310364258897
2_1854,0,2,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53889013941327,30.70311385404327]}",106.53889013941328,30.70311385404327
2_870,1,1,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06835716787332,30.266712289018006]}",107.06835716787332,30.26671228901801
1_625,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52820018753225,30.63960296345602]}",106.52820018753224,30.63960296345602
2_2822,0,3,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67785951386657,30.31198737933763]}",106.67785951386657,30.31198737933763
2_51,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40054958565887,30.525786416958077]}",106.40054958565888,30.52578641695808
1_217,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93441835901109,30.14912281832676]}",106.93441835901108,30.14912281832676
2_1892,1,2,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01427858776933,30.24847648875038]}",107.01427858776933,30.24847648875038
2_2128,1,2,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.945737131591,30.182450315367596]}",106.945737131591,30.1824503153676
2_447,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41878538592648,30.542135755129053]}",106.41878538592648,30.542135755129053
2_481,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67094248617884,30.342799593582928]}",106.67094248617884,30.342799593582928
2_658,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4181565652276,30.49560302341166]}",106.4181565652276,30.49560302341166
1_980,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68351890015651,30.30003978605884]}",106.68351890015651,30.30003978605884
2_1277,1,1,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00861920147936,30.232755971278287]}",107.00861920147936,30.232755971278287
2_2942,1,3,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94825241438653,30.11328003849039]}",106.94825241438652,30.11328003849039
1_1208,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4873268421048,30.68424923307676]}",106.4873268421048,30.68424923307676
2_1329,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65773725150228,30.289978654876702]}",106.65773725150228,30.289978654876705
2_1317,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41878538592648,30.466677271263013]}",106.41878538592648,30.466677271263013
1_79,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6803747966621,30.311358558638748]}",106.6803747966621,30.311358558638748
1_1176,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44205175178519,30.48554189222952]}",106.4420517517852,30.48554189222952
2_3026,0,4,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53134429102667,30.644004708348206]}",106.53134429102668,30.64400470834821
1_1191,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52820018753225,30.677961026087925]}",106.52820018753224,30.677961026087925
2_1040,1,1,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03502967083249,30.20383021912964]}",107.03502967083249,30.20383021912964
1_1434,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44645349667736,30.48554189222952]}",106.44645349667736,30.48554189222952
1_909,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42444477221645,30.470450195456312]}",106.42444477221645,30.470450195456312
1_1157,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07213009206662,30.22269484009615]}",107.07213009206662,30.22269484009615
1_180,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07338773346439,30.24533238525596]}",107.0733877334644,30.24533238525596
1_87,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93882010390328,30.101961265910486]}",106.93882010390328,30.10196126591049
2_2239,1,2,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90234850336803,30.151009280423413]}",106.90234850336805,30.151009280423413
1_1659,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50619146307132,30.649664094638158]}",106.50619146307132,30.64966409463816
2_924,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36282034372584,30.527044058355845]}",106.36282034372584,30.527044058355845
1_1583,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40998189614211,30.518869389270357]}",106.40998189614211,30.51886938927036
1_1733,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3911172751756,30.53207462394691]}",106.3911172751756,30.53207462394691
1_907,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6728289482755,30.303812710252142]}",106.6728289482755,30.303812710252146
2_2731,1,3,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06332660228225,30.194397908646383]}",107.06332660228225,30.194397908646383
2_539,1,1,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96208646976197,30.157297487412247]}",106.96208646976196,30.157297487412247
1_609,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50744910446909,30.642118246251552]}",106.50744910446907,30.642118246251552
1_881,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63698616843912,30.295638041166654]}",106.63698616843912,30.29563804116665
2_3269,0,4,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38294260609013,30.46479080916636]}",106.38294260609013,30.46479080916636
2_633,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46971986253607,30.685506874474527]}",106.46971986253608,30.685506874474527
2_1655,0,2,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49864561468472,30.703742674742152]}",106.49864561468472,30.703742674742152
2_798,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70426998321967,30.28306162718898]}",106.70426998321967,30.28306162718898
2_2272,1,2,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96334411115974,30.10636301080267]}",106.96334411115974,30.10636301080267
1_1609,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0457196227135,30.259795261330286]}",107.0457196227135,30.25979526133029
2_1428,1,1,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00170217379164,30.233384791977173]}",107.00170217379164,30.233384791977173
2_821,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70615644531632,30.320790869122]}",106.70615644531632,30.320790869122
2_2076,0,2,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68540536225316,30.28934983417782]}",106.68540536225316,30.28934983417782
1_1022,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36533562652137,30.52452877556031]}",106.36533562652136,30.52452877556031
1_1580,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0381737743269,30.19188262585085]}",107.0381737743269,30.19188262585085
1_1753,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53574603591885,30.672930460496854]}",106.53574603591883,30.67293046049685
2_1943,0,2,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68351890015651,30.342799593582928]}",106.68351890015651,30.342799593582928
2_3010,1,4,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06709952647554,30.24533238525596]}",107.06709952647554,30.24533238525596
1_1187,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02182443615592,30.20383021912964]}",107.02182443615592,30.20383021912964
2_2125,0,2,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45211288296733,30.710659702429872]}",106.45211288296731,30.710659702429872
1_1261,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63132678214917,30.301297427456607]}",106.63132678214916,30.301297427456607
1_693,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9539118006765,30.105105369404903]}",106.9539118006765,30.105105369404903
2_1638,0,2,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40998189614211,30.538991651634632]}",106.40998189614211,30.538991651634632
1_997,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47726571092267,30.685506874474527]}",106.47726571092268,30.685506874474527
1_354,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06395542298112,30.25853761993252]}",107.06395542298112,30.25853761993252
2_1218,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68414772085539,30.282432806490096]}",106.6841477208554,30.282432806490096
1_1474,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38105614399348,30.5056641545938]}",106.38105614399348,30.5056641545938
2_962,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51436613215681,30.65720994302476]}",106.5143661321568,30.65720994302476
1_255,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69672413483308,30.29878214466107]}",106.69672413483308,30.29878214466107
1_1433,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07904711975434,30.253507054341448]}",107.07904711975434,30.253507054341448
2_35,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69672413483308,30.301926248155493]}",106.69672413483308,30.301926248155493
2_2020,1,2,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0419466985202,30.208231964021824]}",107.0419466985202,30.208231964021824
1_1108,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04320433991796,30.220179557300614]}",107.04320433991796,30.22017955730061
2_3226,1,4,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01805151196262,30.22269484009615]}",107.01805151196262,30.22269484009615
2_2610,1,3,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9570559041709,30.139061687144622]}",106.9570559041709,30.139061687144626
2_1527,0,2,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38168496469235,30.472965478251847]}",106.38168496469235,30.472965478251847
1_1207,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0494925469068,30.23652889547159]}",107.0494925469068,30.23652889547159
1_1150,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63069796145028,30.28431926858675]}",106.63069796145028,30.28431926858675
1_414,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41186835823876,30.489314816422823]}",106.41186835823876,30.489314816422823
2_654,1,1,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00861920147936,30.217035453806197]}",107.00861920147936,30.2170354538062
2_2675,1,3,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96271529046086,30.130258197360252]}",106.96271529046086,30.13025819736025
1_1181,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38482906818678,30.50252005109938]}",106.38482906818678,30.50252005109938
2_2616,0,3,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6954664934353,30.309472096542095]}",106.6954664934353,30.30947209654209
2_916,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42884651710862,30.515725285775936]}",106.42884651710862,30.515725285775936
1_475,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38231378539123,30.528301699753612]}",106.38231378539125,30.52830169975361
1_957,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07904711975434,30.27048521321131]}",107.07904711975434,30.27048521321131
1_315,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06709952647554,30.186223239560896]}",107.06709952647554,30.186223239560896
1_827,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66591192058777,30.28431926858675]}",106.66591192058776,30.28431926858675
1_1238,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03943141572466,30.191253805151966]}",107.03943141572466,30.19125380515197
1_744,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70552762461745,30.294380399768887]}",106.70552762461745,30.294380399768887
1_854,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40243604775551,30.460389064274175]}",106.40243604775551,30.46038906427417
2_1178,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53197311172555,30.706886778236573]}",106.53197311172556,30.706886778236573
1_1724,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39803430286332,30.50440651319603]}",106.39803430286332,30.50440651319603
2_1140,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45840108995615,30.63960296345602]}",106.45840108995615,30.63960296345602
1_1819,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5225408012423,30.640231784154903]}",106.5225408012423,30.640231784154903
2_1083,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6300691407514,30.324563793315303]}",106.6300691407514,30.324563793315303
1_722,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36407798512361,30.501262409701614]}",106.3640779851236,30.501262409701614
1_1591,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07150127136774,30.23652889547159]}",107.07150127136774,30.23652889547159
2_1730,0,2,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51436613215681,30.711288523128758]}",106.5143661321568,30.71128852312876
1_1016,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49424386979253,30.6634981500136]}",106.49424386979253,30.6634981500136
2_2723,0,3,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4565146278595,30.70122739194662]}",106.4565146278595,30.70122739194662
2_2712,1,3,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99478514610392,30.19565555004415]}",106.99478514610392,30.19565555004415
1_559,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64013027193354,30.302555068854375]}",106.64013027193354,30.30255506885437
1_195,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98723929771732,30.178048570475408]}",106.98723929771732,30.178048570475408
1_130,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.383571426789,30.515096465077054]}",106.383571426789,30.51509646507705
1_987,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52128315984453,30.676703384690157]}",106.52128315984451,30.67670338469016
1_1807,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45525698646175,30.721349654310895]}",106.45525698646176,30.72134965431089
1_403,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68414772085539,30.328965538207488]}",106.6841477208554,30.328965538207488
1_461,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45085524156956,30.649035273939276]}",106.45085524156956,30.64903527393928
1_1840,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4489687794729,30.460389064274175]}",106.4489687794729,30.46038906427417
2_3072,1,4,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93378953831221,30.157297487412247]}",106.9337895383122,30.157297487412247
2_514,1,1,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95076769718207,30.112022397092623]}",106.95076769718209,30.112022397092623
1_1422,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4992744353836,30.66161168791695]}",106.4992744353836,30.66161168791695
2_1750,1,2,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92561486922672,30.15603984601448]}",106.92561486922672,30.15603984601448
2_3023,0,4,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46720457974054,30.66161168791695]}",106.46720457974054,30.66161168791695
2_1391,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71055819020852,30.324563793315303]}",106.71055819020852,30.324563793315303
1_332,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01239212567268,30.184965598163128]}",107.01239212567268,30.184965598163128
2_1376,1,1,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02622618104812,30.205716681226292]}",107.02622618104812,30.20571668122629
2_2305,1,2,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94385066949435,30.15603984601448]}",106.94385066949437,30.15603984601448
2_2128,0,2,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53323075312332,30.658467584422528]}",106.53323075312332,30.658467584422528
2_2937,1,3,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06961480927109,30.26922757181354]}",107.06961480927109,30.26922757181354
2_528,1,1,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92561486922672,30.13528876295132]}",106.92561486922672,30.13528876295132
2_442,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65647961010451,30.293751579070005]}",106.65647961010453,30.293751579070005
2_1903,1,2,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90486378616356,30.0975595210183]}",106.90486378616356,30.0975595210183
2_486,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70112587972525,30.28934983417782]}",106.70112587972524,30.28934983417782
1_329,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95579826277314,30.10636301080267]}",106.95579826277314,30.10636301080267
1_896,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43702118619412,30.491830099218358]}",106.43702118619412,30.49183009921836
2_2942,0,3,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4068377926477,30.475480761047383]}",106.4068377926477,30.475480761047383
1_953,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9532829799776,30.106991831501556]}",106.9532829799776,30.10699183150156
1_1653,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64893376171791,30.285576909984517]}",106.64893376171791,30.28557690998452
2_2423,0,2,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64830494101903,30.335253745196326]}",106.64830494101903,30.33525374519633
2_1313,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67785951386657,30.31387384143428]}",106.67785951386657,30.31387384143428
2_1255,1,1,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97969344933072,30.095673058921648]}",106.97969344933072,30.095673058921648
1_512,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39237491657337,30.5094370787871]}",106.39237491657336,30.5094370787871
1_1278,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51122202866239,30.649664094638158]}",106.5112220286624,30.64966409463816
2_2782,0,3,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45148406226843,30.710659702429872]}",106.45148406226843,30.710659702429872
2_174,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47160632463272,30.673559281195736]}",106.47160632463272,30.673559281195736
1_1496,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39992076495999,30.480511326638453]}",106.39992076496,30.480511326638453
2_1948,1,2,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00799038078048,30.2245813021928]}",107.00799038078048,30.2245813021928
2_689,0,1,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50556264237244,30.71883437151536]}",106.50556264237244,30.71883437151536
1_841,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93882010390328,30.12711409386583]}",106.93882010390328,30.12711409386583
1_667,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63635734774024,30.294380399768887]}",106.63635734774024,30.294380399768887
2_1398,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70867172811187,30.335253745196326]}",106.70867172811188,30.33525374519633
2_1695,0,2,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37916968189681,30.539620472333517]}",106.3791696818968,30.53962047233352
1_1044,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45211288296733,30.662869329314717]}",106.45211288296731,30.66286932931472
1_1126,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5376324980155,30.633943577166068]}",106.5376324980155,30.633943577166068
1_1633,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4873268421048,30.683620412377877]}",106.4873268421048,30.68362041237788
1_475,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99541396680281,30.184965598163128]}",106.9954139668028,30.184965598163128
1_1034,1,0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97466288373965,30.10447654870602]}",106.97466288373964,30.10447654870602
2_445,1,1,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98283755282513,30.161699232304436]}",106.98283755282512,30.16169923230444
2_1917,0,2,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71181583160627,30.361035393850557]}",106.71181583160627,30.36103539385056
1_1016,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71433111440182,30.3170179449287]}",106.71433111440182,30.3170179449287
1_1122,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63132678214917,30.36166421454944]}",106.63132678214916,30.36166421454944
1_782,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69043592784423,30.333996103798558]}",106.69043592784423,30.33399610379856
1_431,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51310849075904,30.676703384690157]}",106.51310849075904,30.67670338469016
2_1733,0,2,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64075909263242,30.32770789680972]}",106.64075909263242,30.32770789680972
1_1126,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05892485739007,30.240301819664893]}",107.05892485739008,30.240301819664893
1_1626,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03691613292914,30.23841535756824]}",107.03691613292914,30.23841535756824
1_1140,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70426998321967,30.28431926858675]}",106.70426998321967,30.28431926858675
2_118,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66779838268442,30.320790869122]}",106.66779838268442,30.320790869122
1_1173,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44016528968854,30.48868599572394]}",106.44016528968854,30.48868599572394
1_788,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07778947835656,30.186223239560896]}",107.07778947835656,30.186223239560896
1_1700,0,0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4533705243651,30.68990861936671]}",106.4533705243651,30.68990861936671
2_392,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39426137867002,30.459760243575293]}",106.39426137867002,30.459760243575293
2_1950,1,2,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91806902084012,30.16735861859439]}",106.91806902084012,30.16735861859439
1_1203,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02433971895145,30.20948960541959]}",107.02433971895144,30.20948960541959
2_2575,1,3,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01553622916708,30.228983047084988]}",107.01553622916708,30.228983047084988
2_222,0,1,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65459314800786,30.30507035164991]}",106.65459314800786,30.30507035164991
2_1825,0,2,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36407798512361,30.4748519403485]}",106.3640779851236,30.4748519403485
2_1468,1,1,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97340524234188,30.170502722088806]}",106.97340524234188,30.17050272208881
